symbol,name,industry,is_cycle_stock,notes,total_mv,circ_mv,amount,list_date,list_days,asof_date,universe_method,bias_notes
002378.SZ,章源钨业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4625500.0,4601200.0,3804188.587,20100331,5930,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002831.SZ,裕同科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4623800.0,2563300.0,834160.137,20161216,3478,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002222.SZ,福晶科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4623000.0,4602400.0,3695787.051,20080319,6672,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688052.SH,纳芯微,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4611200.0,4041400.0,1578563.9170000001,20220422,1525,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688368.SH,晶丰明源,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4593600.0,2786700.0,791000.726,20191014,2446,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688428.SH,诺诚健华,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4566900.0,694500.0,455440.82,20220921,1373,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600021.SH,上海电力,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4543200.0,4543200.0,736668.23,20031029,8275,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601878.SH,浙商证券,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4528100.0,4528100.0,943678.3049999999,20170626,3286,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603688.SH,石英股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4526300.0,4526300.0,3085388.9069999997,20141031,4255,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688545.SH,兴福电子,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4525200.0,2290900.0,3759969.298,20250122,519,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
301205.SZ,联特科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4494400.0,2893399.9999999995,4262457.731,20220913,1381,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300748.SZ,金力永磁,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4454200.0,3659000.0,1511257.6199999999,20180921,2834,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000962.SZ,东方钽业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4431700.0,4227700.0,3156119.316,20000120,9653,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000559.SZ,万向钱潮,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4419400.0,4418000.0,715288.384,19940110,11854,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601198.SH,东兴证券,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4415500.0,4415500.0,550259.946,20150226,4137,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603308.SH,应流股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4394800.0,4394800.0,1332023.4849999999,20140122,4537,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600330.SH,天通股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4391000.0,4391000.0,5756125.553,20010118,9289,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600642.SH,申能股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4390000.0,4389800.0,136787.055,19930416,12123,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600918.SH,中泰证券,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4370900.0,2518700.0,478420.691,20200603,2213,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688001.SH,华兴源创,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4363900.0,4363900.0,1200413.109,20190722,2530,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600061.SH,国投资本,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4335100.0,4335100.0,617122.437,19970519,10629,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688188.SH,柏楚电子,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4323500.0,4323500.0,602747.381,20190808,2513,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600143.SH,金发科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4320100.0,4257900.0,662571.574,20040623,8037,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
301018.SZ,申菱环境,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4300900.0,3249900.0,2597014.638,20210707,1814,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000596.SZ,古井贡酒,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4286900.0,3313700.0,483392.88800000004,19960927,10863,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688578.SH,艾力斯,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4279500.0,4279500.0,904054.685,20201202,2031,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600563.SH,法拉电子,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4275900.0,4275900.0,3902760.617,20021210,8598,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300628.SZ,亿联网络,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4275700.0,2449800.0,376523.344,20170317,3387,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600570.SH,恒生电子,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4270200.0,4270200.0,794667.8759999999,20031216,8227,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600352.SH,浙江龙盛,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4268400.0,4268400.0,1471153.92,20030801,8364,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688099.SH,晶晨股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4266600.0,4266600.0,1925347.216,20190808,2513,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002240.SZ,盛新锂能,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4257000.0,4245900.0,3920241.618,20080523,6607,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603663.SH,三祥新材,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4253300.0,4249900.0,2866031.993,20160801,3615,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688220.SH,翱捷科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4253300.0,3753399.9999999995,2037523.976,20220114,1623,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688433.SH,华曙高科,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4227300.0,4227300.0,520449.27300000004,20230417,1165,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002126.SZ,银轮股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4206100.0,3944900.0,1186537.989,20070418,7008,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
301626.SZ,苏州天脉,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4202500.0,1911600.0,1162706.753,20241024,609,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300438.SZ,鹏辉能源,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4200400.0,3372799.9999999995,2105345.94,20150424,4080,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002738.SZ,中矿资源,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4195500.0,4135800.0,2236764.1010000003,20141230,4195,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002555.SZ,三七互娱,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4194400.0,3009600.0,1453248.8699999999,20110302,5594,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000987.SZ,越秀资本,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4194300.0,4191200.0,563786.555,20000718,9473,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002859.SZ,洁美科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4187200.0000000005,3941300.0,3080630.602,20170407,3366,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002487.SZ,大金重工,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4175700.0,3571000.0,1151933.111,20101015,5732,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300001.SZ,特锐德,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4174700.0000000005,4061100.0,1031259.656,20091030,6082,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603806.SH,福斯特,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4160899.9999999995,4160899.9999999995,626209.486,20140905,4311,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002601.SZ,龙佰集团,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4155700.0,3464400.0,1193084.3429999999,20110715,5459,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300454.SZ,深信服,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4151600.0000000005,2770600.0,973877.054,20180516,2962,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603186.SH,华正新材,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4120500.0,4120500.0,3800574.574,20170103,3460,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603379.SH,三美股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4112200.0000000005,4112200.0000000005,1065332.381,20190402,2641,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002129.SZ,TCL中环,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4111800.0,4108500.0,3250993.3850000002,20070420,7006,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
001286.SZ,陕西能源,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4095000.0,1474199.9999999998,202418.23700000002,20230410,1172,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688403.SH,汇成股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4092600.0,4092600.0,6839658.390000001,20220818,1407,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
301297.SZ,富乐德,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4081900.0,1995900.0,1514863.254,20221230,1273,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000878.SZ,云南铜业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4074300.0,3366100.0,972206.678,19980602,10250,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600985.SH,淮北矿业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4072200.0000000005,4072200.0000000005,372647.203,20040428,8093,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688728.SH,格科微,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4069900.0,3910800.0,803756.4789999999,20210818,1772,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601216.SH,君正集团,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4050200.0,4050200.0,388278.67100000003,20110222,5602,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601777.SH,千里科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4046400.0,4046400.0,340538.874,20101125,5691,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002046.SZ,国机精工,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4043399.9999999995,3998100.0,4071221.151,20050526,7700,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600353.SH,旭光电子,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4040500.0,4040500.0,4225743.516,20021120,8618,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601555.SH,东吴证券,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4039600.0,4039600.0,522042.494,20111212,5309,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300811.SZ,铂科新材,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4036100.0,3309600.0,2450624.075,20191230,2369,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688676.SH,金盘科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4029600.0,4029600.0,1039332.215,20210309,1934,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300489.SZ,光智科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4011800.0,3997100.0,2969299.253,20150701,4012,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002155.SZ,湖南黄金,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4008200.0,4007799.9999999995,1545752.868,20070816,6888,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601108.SH,财通证券,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,4002900.0,4002900.0,1203287.805,20171024,3166,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000688.SZ,国城矿业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3992500.0,3992500.0,1296372.328,19970120,10748,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688336.SH,三生国健,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3988200.0,3979800.0,653290.605,20200722,2164,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688472.SH,阿特斯,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3985600.0,3985600.0,570902.5970000001,20230609,1112,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601136.SH,首创证券,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3974300.0,3974300.0,291237.563,20221222,1281,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300458.SZ,全志科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3971600.0000000005,3254400.0,4221098.215,20150515,4059,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000893.SZ,亚钾国际,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3970600.0,3488300.0,540414.1000000001,19981224,10045,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000967.SZ,盈峰环境,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3967200.0000000005,3965400.0,3577767.832,20000330,9583,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300814.SZ,中富电路,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3956100.0,3956100.0,1810111.572,20210812,1778,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603618.SH,杭电股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3954000.0,3954000.0,4283211.504,20150217,4146,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601212.SH,白银有色,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3946700.0,3946700.0,604544.643,20170215,3417,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603979.SH,金诚信,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3946100.0,3946100.0,1371257.678,20150630,4013,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600871.SH,石化油服,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3924100.0000000005,2804200.0,214782.336,19950411,11398,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601058.SH,赛轮轮胎,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3916100.0,3916100.0,665792.7779999999,20110630,5474,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600995.SH,南网储能,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3915100.0,3915100.0,214854.938,20040615,8045,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002195.SZ,岩山科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3909900.0,3874900.0,1225900.141,20071212,6770,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688213.SH,思特威,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3904400.0,3139700.0000000005,1425677.581,20220520,1497,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601598.SH,中国外运,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3902500.0,2805700.0,56593.272,20190118,2715,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603699.SH,纽威股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3900400.0,3814200.0,262930.736,20140117,4542,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603049.SH,中策橡胶,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3898500.0,2251200.0,99183.753,20250605,385,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688127.SH,蓝特光学,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3895000.0,3895000.0,1476968.7030000002,20200921,2103,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002945.SZ,华林证券,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3882600.0,3882600.0,233828.23,20190117,2716,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601963.SH,重庆银行,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3868700.0,2170300.0,121235.87,20210205,1966,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603773.SH,沃格光电,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3865600.0,3864200.0,5127334.205,20180417,2991,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600863.SH,华能蒙电,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3854900.0,3211200.0,824933.1440000001,19940520,11724,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300115.SZ,长盈精密,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3853900.0,3842600.0,1475159.026,20100902,5775,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688449.SH,联芸科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3850200.0,2454100.0,1707860.489,20241129,573,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
301236.SZ,软通动力,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3849900.0,2922100.0,1170430.416,20220315,1563,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600246.SH,万通发展,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3829600.0,3726000.0,4011852.522,20000922,9407,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688303.SH,大全能源,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3816300.0,3816300.0,329431.745,20210722,1799,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000921.SZ,海信家电,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3795899.9999999995,2516600.0,450622.667,19990713,9844,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000999.SZ,华润三九,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3789400.0,3786000.0,255062.673,20000309,9604,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300347.SZ,泰格医药,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3776500.0,2484600.0,1294636.213,20120817,5060,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600301.SH,华锡有色,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3776400.0,1643800.0,1478987.11,20000712,9479,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603306.SH,华懋科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3767100.0,3767100.0,1497283.3530000001,20140926,4290,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300726.SZ,宏达电子,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3760100.0,1957800.0,2543613.8329999996,20171121,3138,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600961.SH,株冶集团,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3755100.0,2631300.0,3547195.343,20040830,7969,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002444.SZ,巨星科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3748300.0,3598399.9999999995,1188986.994,20100713,5826,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688257.SH,新锐股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3732000.0,3732000.0,2351892.217,20211027,1702,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603225.SH,新凤鸣,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3712300.0,3692500.0,617087.871,20170418,3355,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688195.SH,腾景科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3696000.0,3696000.0,1609009.0650000002,20210326,1917,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603920.SH,世运电路,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3688700.0,3688700.0,1510483.076,20170426,3347,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688248.SH,南网科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3688100.0,3688100.0,581338.834,20211222,1646,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
301319.SZ,唯特偶,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3685600.0,2774800.0,2594788.962,20220929,1365,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300765.SZ,石药创新,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3670200.0,3670200.0,408194.692,20190322,2652,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601696.SH,中银证券,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3661400.0,3661400.0,1745899.734,20200226,2311,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300207.SZ,欣旺达,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3658000.0,3393600.0,773244.035,20110421,5544,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603129.SH,春风动力,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3657000.0,3657000.0,296410.37100000004,20170818,3233,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
003022.SZ,联泓新科,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3652799.9999999995,3649700.0000000005,705146.816,20201208,2025,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601577.SH,长沙银行,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3647500.0,3646800.0,119894.914,20180926,2829,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600685.SH,中船防务,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,3644000.0,2117700.0,198660.356,19931028,11928,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
